colorNum,title,subtitle,category,fullPrice,currentPrice,TopColor,short_description,rating,Sustainable,color-Description,color-FullPrice,color-CurrentPrice,color-Discount,color-BestSeller,color-InStock,color-MemberExclusive,color-New,subcategory,color-just_in,color-sold_out,color-coming_soon,channel_SNKRS,channel_nikeApp
1,Nike SuperRep Cycle,Women's Indoor Cycling Shoes,cycling,120,58.97,Black/Anthracite/Habanero Red/Phantom,"The Nike SuperRep Cycle brings a breathable design to the high-heat, fast-pace of indoor cycling. Adjustable straps secure your foot during intense movement as you push forward. Cleats are not included.",4.3,False,Black/Anthracite/Habanero Red/Phantom,120.0,58.97,True,False,True,False,False,woman,False,False,False,False,True
2,Nike SuperRep Cycle,Women's Indoor Cycling Shoes,cycling,120,58.97,Black/Anthracite/Habanero Red/Phantom,"The Nike SuperRep Cycle brings a breathable design to the high-heat, fast-pace of indoor cycling. Adjustable straps secure your foot during intense movement as you push forward. Cleats are not included.",4.3,False,Archaeo Pink/Metallic Mahogany/Dark Beetroot/Light Soft Pink,120.0,84.97,True,False,True,False,False,woman,False,False,False,False,True
3,Nike SuperRep Cycle,Women's Indoor Cycling Shoes,cycling,120,58.97,Black/Anthracite/Habanero Red/Phantom,"The Nike SuperRep Cycle brings a breathable design to the high-heat, fast-pace of indoor cycling. Adjustable straps secure your foot during intense movement as you push forward. Cleats are not included.",4.3,False,White/Black,120.0,84.97,True,False,True,False,False,woman,False,False,False,False,True
4,Nike SuperRep Cycle,Women's Indoor Cycling Shoes,cycling,120,58.97,Black/Anthracite/Habanero Red/Phantom,"The Nike SuperRep Cycle brings a breathable design to the high-heat, fast-pace of indoor cycling. Adjustable straps secure your foot during intense movement as you push forward. Cleats are not included.",4.3,False,Black/Hyper Crimson/Metallic Silver,120.0,58.97,True,False,True,False,False,woman,False,False,False,False,True
5,Nike SuperRep Cycle,Women's Indoor Cycling Shoes,cycling,120,58.97,Black/Anthracite/Habanero Red/Phantom,"The Nike SuperRep Cycle brings a breathable design to the high-heat, fast-pace of indoor cycling. Adjustable straps secure your foot during intense movement as you push forward. Cleats are not included.",4.3,False,White/Black/Chutney/Volt,120.0,72.97,True,False,True,False,False,woman,False,False,False,False,True
6,Nike SuperRep Cycle,Women's Indoor Cycling Shoes,cycling,120,58.97,Black/Anthracite/Habanero Red/Phantom,"The Nike SuperRep Cycle brings a breathable design to the high-heat, fast-pace of indoor cycling. Adjustable straps secure your foot during intense movement as you push forward. Cleats are not included.",4.3,False,Green Glow/Infinite Lilac/Laser Orange/Dark Smoke Grey,120.0,58.97,True,False,True,False,False,woman,False,False,False,False,True
1,Nike SuperRep Cycle 2 Next Nature,Women's Indoor Cycling Shoes,cycling,120,96.97,Black/Volt/Anthracite/White,"Designed to be more breathable than its predecessor, the Nike SuperRep Cycle 2 Next Nature lets you work towards your next PR during high-heat, fast-paced indoor cycling. An improved adjustable strap helps secure your feet during intense movement.",0.0,True,Black/Volt/Anthracite/White,120.0,96.97,True,False,True,False,False,woman,False,False,False,False,True
2,Nike SuperRep Cycle 2 Next Nature,Women's Indoor Cycling Shoes,cycling,120,96.97,Black/Volt/Anthracite/White,"Designed to be more breathable than its predecessor, the Nike SuperRep Cycle 2 Next Nature lets you work towards your next PR during high-heat, fast-paced indoor cycling. An improved adjustable strap helps secure your feet during intense movement.",0.0,True,Crimson Bliss/Total Orange/Pearl White,120.0,71.97,True,False,True,False,False,woman,False,False,False,False,True
3,Nike SuperRep Cycle 2 Next Nature,Women's Indoor Cycling Shoes,cycling,120,96.97,Black/Volt/Anthracite/White,"Designed to be more breathable than its predecessor, the Nike SuperRep Cycle 2 Next Nature lets you work towards your next PR during high-heat, fast-paced indoor cycling. An improved adjustable strap helps secure your feet during intense movement.",0.0,True,White/Mint Foam/Laser Blue/Black,120.0,96.97,True,False,True,False,False,woman,False,False,False,False,True
1,Jordan 11,Crib Booties,jordan,60,60.0,Midnight Navy/White/Metallic Silver,"Finally, a shoe worthy of your little legend! These soft crib booties have a lightweight and flexible design that's lace-free, making them extra easy to put on and take off.",0.0,False,Midnight Navy/White/Metallic Silver,60.0,60.0,False,True,True,False,False,baby,False,False,False,True,False
1,Air Jordan XXXVII,Men's Basketball Shoes,jordan,185,185.0,Black/Club Purple/Dark Charcoal/True Red,"You've got the hops and the speed—lace up in shoes that enhance what you bring to the court. The latest AJ is all about takeoffs and landings, with multiple Air units to get you off the ground and our signature Formula 23 foam to cushion your impact. Up top, you'll find layers of tough, reinforced leno-weave fabric that'll keep you contained—and leave your game uncompromised.",4.9,False,Black/Club Purple/Dark Charcoal/True Red,185.0,185.0,False,False,False,False,True,man,False,False,True,False,True
2,Air Jordan XXXVII,Men's Basketball Shoes,jordan,185,185.0,Black/Club Purple/Dark Charcoal/True Red,"You've got the hops and the speed—lace up in shoes that enhance what you bring to the court. The latest AJ is all about takeoffs and landings, with multiple Air units to get you off the ground and our signature Formula 23 foam to cushion your impact. Up top, you'll find layers of tough, reinforced leno-weave fabric that'll keep you contained—and leave your game uncompromised.",4.9,False,White/Light Silver/Black/True Red,185.0,185.0,False,False,True,False,False,man,False,False,False,False,True
3,Air Jordan XXXVII,Men's Basketball Shoes,jordan,185,185.0,Black/Club Purple/Dark Charcoal/True Red,"You've got the hops and the speed—lace up in shoes that enhance what you bring to the court. The latest AJ is all about takeoffs and landings, with multiple Air units to get you off the ground and our signature Formula 23 foam to cushion your impact. Up top, you'll find layers of tough, reinforced leno-weave fabric that'll keep you contained—and leave your game uncompromised.",4.9,False,Light Bone/Black/Dark Concord/Fire Red,185.0,185.0,False,False,True,False,False,man,False,False,False,False,True
4,Air Jordan XXXVII,Men's Basketball Shoes,jordan,185,185.0,Black/Club Purple/Dark Charcoal/True Red,"You've got the hops and the speed—lace up in shoes that enhance what you bring to the court. The latest AJ is all about takeoffs and landings, with multiple Air units to get you off the ground and our signature Formula 23 foam to cushion your impact. Up top, you'll find layers of tough, reinforced leno-weave fabric that'll keep you contained—and leave your game uncompromised.",4.9,False,White/Citrus/Black,185.0,185.0,False,False,True,False,False,man,False,False,False,False,True
1,Air Jordan 1 Mid,Shoes,jordan,120,120.0,Gym Red/White/Black,"Inspired by the original AJ1, the Air Jordan 1 Mid offers fans a chance to follow in MJ's footsteps. Fresh color trims the clean, classic materials, imbuing modernity into a classic design.",4.9,False,Gym Red/White/Black,120.0,120.0,False,True,True,False,False,unknown,False,False,False,False,True
1,Air Jordan 1 Mid,Men's Shoes,jordan,125,125.0,Cherrywood Red/Cement Grey/White,"Inspired by the original AJ1, this mid-top edition maintains the iconic look you love while choice colors and crisp leather give it a distinct identity.",5.0,False,Cherrywood Red/Cement Grey/White,125.0,125.0,False,True,True,False,False,man,False,False,False,False,True
1,Air Jordan 1 Elevate Low,Women's Shoes,jordan,145,145.0,Metallic Silver/White/White Onyx/Black,"Rise to the occasion in style that soars. This shoe reworks an icon's original magic with a platform sole and low cut silhouette. Air cushioning keeps you lifted, and sleek leather with a metallic finish lets your look shine.",0.0,False,Metallic Silver/White/White Onyx/Black,145.0,145.0,False,False,True,False,True,woman,True,False,False,False,True
1,Air Jordan 3 Retro,Women's Shoes,jordan,200,200.0,Black/Metallic Gold/Cement Grey/Fire Red,"Set the gold standard with the Air Jordan 3. An all-time favorite, this fresh colorway adds to the legacy. Of course, a hangtag certifies your place on the team—and the elephant print detailing delivers a classic finish.",4.9,False,Black/Metallic Gold/Cement Grey/Fire Red,200.0,200.0,False,True,True,False,False,woman,False,False,False,False,True
1,Air Jordan 1 Mid SE,Men's Shoes,jordan,135,135.0,Black/White/Sail/Infrared 23,"Fresh look, familiar feel. Every time we update the AJ1, you get the classic kicks you already love, decked out in new combinations of colors and textures. Premium materials and accents bring modern expression to an all-time favorite.",5.0,False,Black/White/Sail/Infrared 23,135.0,135.0,False,True,True,False,False,man,False,False,False,False,True
1,Air Jordan 1 Mid SE,Big Kids' Shoes,jordan,120,120.0,Black/White/Sail/Infrared 23,"New colors and fresh textures update the AJ1—without losing that classic look and familiar feel. This take on an all-time favorite is made with premium materials, pumped full of cushy air and decked out with subtle accents, bringing modern expression to a shoe-shelf staple.",4.9,False,Black/White/Sail/Infrared 23,120.0,120.0,False,True,True,False,False,big_kid,False,False,False,False,True
1,Air Jordan XXXVII Satou,Women's Basketball Shoes,jordan,205,205.0,Ocean Cube/Volt/Black/Flash Crimson,"You've got the hops and the speed—lace up in shoes that enhance what you bring to the court. The latest AJ is all about takeoffs and landings, with multiple Air units to get you off the ground and our signature Formula 23 foam to cushion your impact. Up top, you'll find layers of tough, reinforced leno-weave fabric that'll keep you contained no matter how fast you move. This version celebrates the skills of Satou Sabally.",0.0,False,Ocean Cube/Volt/Black/Flash Crimson,205.0,205.0,False,False,True,False,False,woman,False,False,False,False,True
1,Luka 1,Men's Basketball Shoes,jordan,110,110.0,White/Volt/Black,"Designed for #77 and made for every athlete craving speed and efficiency, Luka's debut delivers the goods. The first shoe with full-length Formula 23 foam, it has an ultra-supportive fit crafted with the step-back in mind. Meanwhile, strong and lightweight Flight Wire cables keep you feeling contained, whether you're playing indoors or out. This is the assist you've been waiting for—get out there and make your shot.",4.9,False,White/Volt/Black,110.0,110.0,False,False,True,False,False,man,False,False,False,False,True
2,Luka 1,Men's Basketball Shoes,jordan,110,110.0,White/Volt/Black,"Designed for #77 and made for every athlete craving speed and efficiency, Luka's debut delivers the goods. The first shoe with full-length Formula 23 foam, it has an ultra-supportive fit crafted with the step-back in mind. Meanwhile, strong and lightweight Flight Wire cables keep you feeling contained, whether you're playing indoors or out. This is the assist you've been waiting for—get out there and make your shot.",4.9,False,Black/Signal Blue/Siren Red/Metallic Silver,110.0,110.0,False,False,True,False,False,man,False,False,False,False,True
1,Jordan Delta 3 Mid,Men's Shoes,jordan,150,150.0,Black/Anthracite/White/Chile Red,"Inspired by '90s on-court gear and the Space Age aesthetic, the Delta 3 is ready to launch. With super lightweight technical materials, they have a retro-futuristic look and feel. This is the next-gen footwear that's gonna take you into tomorrow.",0.0,False,Black/Anthracite/White/Chile Red,150.0,150.0,False,False,True,True,False,man,False,False,False,False,True
2,Jordan Delta 3 Mid,Men's Shoes,jordan,150,150.0,Black/Anthracite/White/Chile Red,"Inspired by '90s on-court gear and the Space Age aesthetic, the Delta 3 is ready to launch. With super lightweight technical materials, they have a retro-futuristic look and feel. This is the next-gen footwear that's gonna take you into tomorrow.",0.0,False,Khaki/Sail/Light Olive/Dark Driftwood,150.0,150.0,False,False,True,False,False,man,False,False,False,False,True
1,Air Jordan 1 Acclimate,Women's Shoes,jordan,150,150.0,Chutney/White/Black,"Cold, wet weather usually means it's time to put away your J's until the spring. With the Air Jordan 1 Acclimate, those days are over. Part boot, part sneaker, it uses winterized materials in a toe-to-heel overhaul that's designed to help you stay warm and dry without losing the iconic AJ1 appeal.",4.7,False,Chutney/White/Black,150.0,150.0,False,False,True,False,False,woman,False,False,False,False,True
2,Air Jordan 1 Acclimate,Women's Shoes,jordan,150,150.0,Chutney/White/Black,"Cold, wet weather usually means it's time to put away your J's until the spring. With the Air Jordan 1 Acclimate, those days are over. Part boot, part sneaker, it uses winterized materials in a toe-to-heel overhaul that's designed to help you stay warm and dry without losing the iconic AJ1 appeal.",4.7,False,Game Royal/White/Black,150.0,150.0,False,False,True,False,False,woman,False,False,False,False,True
1,Air Jordan 5 Retro Low,Women's Shoes,jordan,180,180.0,Coconut Milk/White/Black,"Inspired by basketball communities across the world, these low-top Air Jordans have a color palette taken from the rugged pavement of courts well played. They offer a fresh new look while featuring the best elements from the original mid-top—like lace toggles, rich leather, and the classic WWII Mustang fighter plane graphic.",5.0,False,Coconut Milk/White/Black,180.0,180.0,False,False,True,False,False,woman,False,False,False,False,True
1,Air Jordan 7 Retro SE,Men's Shoes,jordan,210,210.0,Vachetta Tan/Taxi/Dark Concord/Black,"Kick it back to '92 with this latest iteration of the AJ7, reviving the championship legacy for a new generation of sneakerheads. Come for the throwback style, stay all day for the premium construction and signature Air cushioning.",5.0,False,Vachetta Tan/Taxi/Dark Concord/Black,210.0,210.0,False,False,True,False,False,man,False,False,False,True,False
1,Jordan Stay Loyal 2,Men's Shoes,jordan,115,115.0,Black/University Red/White,"Inspired by generations of J's, these kicks are a collage of cool. Design details recall decades of legendary shoes while paying homage to MJ's storied career. Breathable mesh, sturdy leather and lightweight Air cushioning in the heel make it that much easier to walk in the footsteps of greatness.",0.0,False,Black/University Red/White,115.0,115.0,False,False,True,False,True,man,True,False,False,False,True
1,Jordan Max Aura 4,Men's Shoes,jordan,125,125.0,Black/White/University Red,The lightweight cushioning found in this next generation basketball shoe takes cues from its predecessors. Take flight on the court with timeless style and cloud-like heel support.,4.9,False,Black/White/University Red,125.0,125.0,False,False,True,False,False,man,False,False,False,False,True
2,Jordan Max Aura 4,Men's Shoes,jordan,125,125.0,Black/White/University Red,The lightweight cushioning found in this next generation basketball shoe takes cues from its predecessors. Take flight on the court with timeless style and cloud-like heel support.,4.9,False,White/University Red/Black,125.0,125.0,False,False,True,False,True,man,True,False,False,False,True
3,Jordan Max Aura 4,Men's Shoes,jordan,125,125.0,Black/White/University Red,The lightweight cushioning found in this next generation basketball shoe takes cues from its predecessors. Take flight on the court with timeless style and cloud-like heel support.,4.9,False,University Red/White/Black,125.0,106.97,True,False,True,False,False,man,False,False,False,False,True
4,Jordan Max Aura 4,Men's Shoes,jordan,125,125.0,Black/White/University Red,The lightweight cushioning found in this next generation basketball shoe takes cues from its predecessors. Take flight on the court with timeless style and cloud-like heel support.,4.9,False,Black/White/Metallic Silver,125.0,125.0,False,False,True,False,False,man,False,False,False,False,True
5,Jordan Max Aura 4,Men's Shoes,jordan,125,125.0,Black/White/University Red,The lightweight cushioning found in this next generation basketball shoe takes cues from its predecessors. Take flight on the court with timeless style and cloud-like heel support.,4.9,False,Black/Black/Anthracite,125.0,106.97,True,False,True,False,False,man,False,False,False,False,True
6,Jordan Max Aura 4,Men's Shoes,jordan,125,125.0,Black/White/University Red,The lightweight cushioning found in this next generation basketball shoe takes cues from its predecessors. Take flight on the court with timeless style and cloud-like heel support.,4.9,False,White/Black/University Blue,125.0,125.0,False,False,True,False,True,man,True,False,False,False,True
1,Air Jordan 11 CMFT Low,Men's Shoes,jordan,130,130.0,White/University Red/Black,"Brilliant and bold, the Air Jordan 11 CMFT Low is inspired by one of MJ's most legendary sneakers. The lace loops and mud guard pull in distinct elements from the AJ11, while lightweight foam and Zoom Air cushioning make every step comfortable. And the padded collar and tongue give it a snug, plush feel you'll want to wear all day.",4.9,False,White/University Red/Black,130.0,130.0,False,False,True,False,True,man,True,False,False,False,True
1,Air Jordan 1 Mid SE,Women's Shoes,jordan,135,135.0,Noble Green/White/Midnight Navy,"'Tis the season for holiday-inspired J's, and this pair takes its cues from a classic Christmas tree—the Blue Spruce. Rich grain leather and woven fabrics will elevate any streetwear 'fit, while a buttery soft interior and Air in the heel add cushy comforts.",5.0,False,Noble Green/White/Midnight Navy,135.0,135.0,False,True,True,False,False,woman,False,False,False,False,True
1,Air Jordan 12 Retro,Women's Shoe,jordan,200,200.0,Black/Metallic Silver/White/Hyper Royal,The Air Jordan 12 Retro Women's Shoe celebrates the original with leather details and plush cushioning for elevated comfort.,4.8,False,Black/Metallic Silver/White/Hyper Royal,200.0,200.0,False,False,True,False,False,woman,False,False,False,False,True
1,Air Jordan 1 Low SE,Women's Shoes,jordan,120,120.0,Rust Pink/White/Rust Pink,"Your fave AJ1s now have a luxe look. Premium construction still has your comfort covered, and Air cushioning still supports your every step—but the details that did change are oh-so-nice. All-over velvet, tonal laces and an embroidered Swoosh add even more class to a classic.",0.0,True,Rust Pink/White/Rust Pink,120.0,120.0,False,False,True,False,True,woman,True,False,False,False,True
1,Jordan Sophia,Women's Slides,jordan,85,85.0,Canyon Pink/Sail/Ice Blue/Fire Red,"Plush comfort is a must for your winter wardrobe—and footwear is no exception. These luxe slides have pillowy, criss-cross straps lined with fabric that feels soft against your skin. Air cushioning and a slight platform give you that 'walking on clouds' feel with every step.",3.5,False,Canyon Pink/Sail/Ice Blue/Fire Red,85.0,85.0,False,False,True,True,False,woman,False,False,False,False,True
2,Jordan Sophia,Women's Slides,jordan,85,85.0,Canyon Pink/Sail/Ice Blue/Fire Red,"Plush comfort is a must for your winter wardrobe—and footwear is no exception. These luxe slides have pillowy, criss-cross straps lined with fabric that feels soft against your skin. Air cushioning and a slight platform give you that 'walking on clouds' feel with every step.",3.5,False,Canyon Purple/Dark Concord/Black,85.0,72.97,True,False,True,False,False,woman,False,False,False,False,True
3,Jordan Sophia,Women's Slides,jordan,85,85.0,Canyon Pink/Sail/Ice Blue/Fire Red,"Plush comfort is a must for your winter wardrobe—and footwear is no exception. These luxe slides have pillowy, criss-cross straps lined with fabric that feels soft against your skin. Air cushioning and a slight platform give you that 'walking on clouds' feel with every step.",3.5,False,Light Soft Pink/Phantom/Fire Red,85.0,65.97,True,False,True,False,False,woman,False,False,False,False,True
1,Air Jordan 1 Mid SE,Men's Shoes,jordan,135,135.0,Black/White/Malachite/Fire Red,Get that Jordan energy on your feet this holiday season. Rich grain leather with bright details make this pair shine like holiday lights.,5.0,False,Black/White/Malachite/Fire Red,135.0,135.0,False,False,True,False,False,man,False,False,False,False,True
1,Jordan Granville Pro SP,Men's Shoes,jordan,140,140.0,Rattan/Pure Platinum/Wolf Grey/Off Noir,"What's your go-to? A fresh addition to the 23 Engineered line, the Granville Pro swoops in and delivers big on the concept of 24/7. Pairing innovation with off-court DNA, a cushy Formula 23 midsole brings the comfort. The upper sports a throwback mix of materials inspired by MJ's university days, from classic suede to laser-cut textile and airy mesh. Exposed foam on the tongue and a sporty heel clip add retro-futuristic flair, while hidden details (check out the tongue label text and ""23"" molded into the outsole) add clout. Whether you're chilling with friends, heading to the office, or lacing up for a big night out—the Granville Pro has you covered.",5.0,False,Rattan/Pure Platinum/Wolf Grey/Off Noir,140.0,140.0,False,False,True,False,False,man,False,False,False,False,True
2,Jordan Granville Pro SP,Men's Shoes,jordan,140,140.0,Rattan/Pure Platinum/Wolf Grey/Off Noir,"What's your go-to? A fresh addition to the 23 Engineered line, the Granville Pro swoops in and delivers big on the concept of 24/7. Pairing innovation with off-court DNA, a cushy Formula 23 midsole brings the comfort. The upper sports a throwback mix of materials inspired by MJ's university days, from classic suede to laser-cut textile and airy mesh. Exposed foam on the tongue and a sporty heel clip add retro-futuristic flair, while hidden details (check out the tongue label text and ""23"" molded into the outsole) add clout. Whether you're chilling with friends, heading to the office, or lacing up for a big night out—the Granville Pro has you covered.",5.0,False,Ocean Cube/Off Noir/Light Smoke Grey/Ocean Cube,160.0,160.0,False,False,True,False,False,man,False,False,False,False,True
1,Air Jordan 1 Elevate High,Women's Shoes,jordan,145,145.0,Summit White/Coconut Milk/Varsity Red,"Classic Jordan style reaches new heights in this lifted AJ1. The platform stance and high-top collar make a statement while crisp leather and flashy finishes make these kicks the winning assist your outfit needs. For added flex, the puffy, stitched-on Wings ""logo"" delivers big (and just wait until you feel the ultra-comfortable Air cushioning underfoot). Go ahead, elevate your game.",0.0,False,Summit White/Coconut Milk/Varsity Red,145.0,145.0,False,False,True,False,False,woman,False,False,False,False,True
1,Air Jordan 1 Elevate Low,Women's Shoes,jordan,135,135.0,Dark Grey/Sail/Varsity Red,"Rise to the occasion in style that soars. This shoe reworks an icon's original magic with a platform sole and low cut silhouette. Air cushioning keeps you lifted, and sleek leather in contrasting colors adds visual interest.",5.0,False,Dark Grey/Sail/Varsity Red,135.0,135.0,False,False,True,False,False,woman,False,False,False,False,True
1,Air Jordan 14 Retro,Shoes,jordan,210,210.0,Light Ginger/White/Black,"The Air Jordan 14 Retro has class, comfort and the singular look of the original, with heritage-inspired colors, full-grain leather, and responsive Zoom Air cushioning.",4.9,False,Light Ginger/White/Black,210.0,210.0,False,False,True,False,False,unknown,False,False,False,False,True
1,Air Jordan 13 Retro,Shoe,jordan,200,200.0,White/French Blue/Light Steel Grey/Fire Red,"The Air Jordan 13 Retro brings back the memorable game shoe that Michael Jordan wore during the '97-98 season, all the way to his 6th championship title. All the classic details are there like the quilted overlay, iconic sculpted midsole and holographic eye.",4.9,False,White/French Blue/Light Steel Grey/Fire Red,200.0,200.0,False,True,True,False,False,unknown,False,False,False,False,True
1,Air Jordan Dub Zero,Men's Shoes,jordan,160,160.0,White/Black/Neutral Grey/University Blue,"Real talk—people are about to start noticing your kicks. Inspired by the AJ4, this remix features laser-etched art on the upper and visible Air in the sole. With its shiny patent leather that wraps around the shoe, the Dub Zero makes sure you catch the spotlight, and the 3D logo on the back lets everyone know who you're reppin'.",4.8,False,White/Black/Neutral Grey/University Blue,160.0,160.0,False,False,True,False,True,man,True,False,False,False,True
2,Air Jordan Dub Zero,Men's Shoes,jordan,160,160.0,White/Black/Neutral Grey/University Blue,"Real talk—people are about to start noticing your kicks. Inspired by the AJ4, this remix features laser-etched art on the upper and visible Air in the sole. With its shiny patent leather that wraps around the shoe, the Dub Zero makes sure you catch the spotlight, and the 3D logo on the back lets everyone know who you're reppin'.",4.8,False,White/Black/Neutral Grey/True Red,160.0,160.0,False,False,True,False,False,man,False,False,False,False,True
1,Jordan Jumpman Team II,Men's Shoes,jordan,150,150.0,White/Black/True Red,"Originally built for the court, the Jordan Jumpman Team II takes elements of the AJ13 and turns 'em into a fly, everyday shoe. Air units in the front keep you comfortable while the upper is highlighted by iconic Jordan details like dimpled leather paneling and a Jumpman logo jewel.",5.0,False,White/Black/True Red,150.0,150.0,False,False,True,False,False,man,False,False,False,False,True
1,Air Jordan 1 Low,Men's Shoes,jordan,110,110.0,Black/White/Fire Red,"Inspired by the original that debuted in 1985, the Air Jordan 1 Low offers a clean, classic look that's familiar yet always fresh. With an iconic design that pairs perfectly with any 'fit, these kicks ensure you'll always be on point.",4.8,False,Black/White/Fire Red,110.0,110.0,False,True,True,False,False,man,False,False,False,False,True
1,Air Jordan 1 Low,Men's Shoes,jordan,110,110.0,White/Black/Gym Red,"Inspired by the original that debuted in 1985, the Air Jordan 1 Low offers a clean, classic look that's familiar yet always fresh. With an iconic design that pairs perfectly with any 'fit, these kicks ensure you'll always be on point.",4.8,False,White/Black/Gym Red,110.0,110.0,False,True,True,False,False,man,False,False,False,False,True
1,Jordan Nu Retro 1 Low,Men's Shoes,jordan,110,110.0,Varsity Red/White/Black,"Twenty years later and these low tops are back. Inspired by the original Wings logo and design of the Jordan 1, these all-day, everyday shoes are ready for whatever. Rock 'em with some baggy jeans, skate in 'em, or just look fly—it's up to you. Smooth leather uppers and a big embossed logo will help you stand out whether you're dressed up or down.",0.0,False,Varsity Red/White/Black,110.0,110.0,False,False,True,False,True,man,True,False,False,False,True
1,Air Jordan 1 Mid SE,Women's Shoes,jordan,130,130.0,Beach/Sail/Cherrywood Red,"With these mid-top AJ1s, you don't have to choose a favorite color. Contrasting panels make these sneaks stand out, proving that every side is your good side. Durable leather up top and Air cushioning underfoot make 'em perfect for all-day wear—so lace up, and let the compliments roll in.",5.0,False,Beach/Sail/Cherrywood Red,130.0,130.0,False,False,True,False,False,woman,False,False,False,False,True
1,Air Jordan 1 Mid,Women's Shoes,jordan,120,120.0,Black/White/Particle Grey,"The Air Jordan 1 Mid brings full-court style and premium comfort to an iconic look. Its Air-Sole unit cushions play on the hardwood, while the padded collar gives you a supportive feel.",4.9,False,Black/White/Particle Grey,120.0,120.0,False,True,True,False,False,woman,False,False,False,False,True
1,Air Jordan 1 Mid,Women's Shoes,jordan,125,125.0,Black/Sail/Altitude Green Heather,"The Air Jordan 1 Mid brings full-court style and premium comfort to an iconic look. Its Air-Sole unit cushions play on the hardwood, while the padded collar gives you a supportive feel.",4.9,False,Black/Sail/Altitude Green Heather,125.0,125.0,False,True,True,False,False,woman,False,False,False,False,True
1,Jordan One Take 4,Men's Shoes,jordan,100,100.0,White/Lagoon Pulse/Gold/Chile Red,"Get that speed you need, just like Russ. Inspired by Russell Westbrook's latest signature shoe, the outsole of the Jordan One Take 4 wraps up nearly to the midsole so you can start, stop or change direction in an instant. Meanwhile, energy-returning Zoom Air cushioning in the forefoot keeps you goin' (and goin', and goin').",0.0,False,White/Lagoon Pulse/Gold/Chile Red,100.0,100.0,False,False,True,False,True,man,True,False,False,False,True
2,Jordan One Take 4,Men's Shoes,jordan,100,100.0,White/Lagoon Pulse/Gold/Chile Red,"Get that speed you need, just like Russ. Inspired by Russell Westbrook's latest signature shoe, the outsole of the Jordan One Take 4 wraps up nearly to the midsole so you can start, stop or change direction in an instant. Meanwhile, energy-returning Zoom Air cushioning in the forefoot keeps you goin' (and goin', and goin').",0.0,False,Black/White/Flat Pewter/University Red,100.0,100.0,False,False,True,False,True,man,True,False,False,False,True
1,Jordan System.23,Men's Shoes,jordan,110,110.0,Cool Grey/Siren Red/Laser Orange/Gym Red,"Be the master of your modular style and redefine ""cool"" without saying goodbye to any of the cozy. The stretch-woven bootie hugs your foot with warmth and padding so you can rock it alone to get those indoor slipper vibes. Step into the lightweight, ventilated shell with its thick foam tread and feel what it means to be cushioned and stable. Put 'em together for a uniquely durable delight.",4.3,False,Cool Grey/Siren Red/Laser Orange/Gym Red,110.0,110.0,False,False,True,True,False,man,False,False,False,False,True
2,Jordan System.23,Men's Shoes,jordan,110,110.0,Cool Grey/Siren Red/Laser Orange/Gym Red,"Be the master of your modular style and redefine ""cool"" without saying goodbye to any of the cozy. The stretch-woven bootie hugs your foot with warmth and padding so you can rock it alone to get those indoor slipper vibes. Step into the lightweight, ventilated shell with its thick foam tread and feel what it means to be cushioned and stable. Put 'em together for a uniquely durable delight.",4.3,False,Black/Cement Grey/Black,110.0,110.0,False,False,True,True,True,man,True,False,False,False,True
1,Air Jordan 1 Elevate Low SE,Women's Shoes,jordan,145,145.0,Sail/Fire Red/Taxi/Black,"Rise to the occasion in style that soars. Reimagining an icon’s original magic, these kicks deliver a platform look with a sleek, low-cut collar. Air cushioning keeps you lifted while sleek leather in contrasting colors adds visual interest.",5.0,False,Sail/Fire Red/Taxi/Black,145.0,145.0,False,False,True,False,False,woman,False,False,False,False,True
1,Air Jordan 1 Retro High OG,Shoes,jordan,180,180.0,White/Black/University Red,"Familiar but always fresh, the iconic Air Jordan 1 is remastered for today's sneakerhead culture. This Retro High OG version goes all in with premium leather, comfortable cushioning and classic design details.",4.9,False,White/Black/University Red,180.0,180.0,False,True,True,False,False,unknown,False,False,False,False,True
1,Air Jordan 1 Mid,Women's Shoes,jordan,125,125.0,Chutney/Black/White/Taxi,"The Air Jordan 1 Mid brings full-court style and premium comfort to an iconic look. Its Air-Sole unit cushions play on the hardwood, while the padded collar gives you a supportive feel.",4.9,False,Chutney/Black/White/Taxi,125.0,125.0,False,True,True,False,False,woman,False,False,False,False,True
1,Air Jordan 1 Elevate Low,Women's Shoes,jordan,135,135.0,White/White/White Onyx,"Rise to the occasion in style that soars. This shoe reworks an icon's original magic with a platform sole and low cut silhouette. Air cushioning keeps you lifted, and sleek leather in contrasting colors adds visual interest.",5.0,False,White/White/White Onyx,135.0,135.0,False,False,True,False,False,woman,False,False,False,False,True
2,Air Jordan 1 Elevate Low,Women's Shoes,jordan,135,135.0,White/White/White Onyx,"Rise to the occasion in style that soars. This shoe reworks an icon's original magic with a platform sole and low cut silhouette. Air cushioning keeps you lifted, and sleek leather in contrasting colors adds visual interest.",5.0,False,Sail/Coconut Milk,135.0,135.0,False,False,True,False,False,woman,False,False,False,False,True
3,Air Jordan 1 Elevate Low,Women's Shoes,jordan,135,135.0,White/White/White Onyx,"Rise to the occasion in style that soars. This shoe reworks an icon's original magic with a platform sole and low cut silhouette. Air cushioning keeps you lifted, and sleek leather in contrasting colors adds visual interest.",5.0,False,White/Sail/Dark Beetroot,135.0,135.0,False,False,True,False,False,woman,False,False,False,False,True
